transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
896,53,43,04/01/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,09/02/1997
897,46,1935,02/10/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,11/12/2007
898,0,1710,03/04/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,22/11/2016
899,96,1513,30/07/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",10/10/2002
900,77,2567,09/08/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,10/01/2011
901,59,3433,09/02/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,20/07/1993
902,0,6,21/05/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,06/05/1991
903,81,2688,10/05/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,10/07/1991
904,67,3195,02/04/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,22/10/2005
905,2,405,12/10/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,02/10/1992
906,60,1060,26/06/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",22/10/2005
907,5,2684,16/10/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,07/11/1991
908,93,1853,17/07/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,10/08/1994
909,27,399,20/04/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,18/03/2003
910,84,3285,11/12/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,02/08/2015
911,36,2473,11/05/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,10/05/1997
912,89,3044,19/02/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,20/04/1993
913,93,367,26/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,06/05/1991
914,85,2537,29/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,05/01/2003
915,39,2756,16/03/2017,,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,07/06/2010
916,76,1368,27/02/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85 ,10/10/2014
917,53,224,15/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,09/02/1997
918,35,2281,30/04/2017,,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,14/11/2016
919,86,1405,18/03/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,02/02/2006
920,78,2309,26/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
921,53,2734,19/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,04/08/2007
922,9,1527,04/03/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,07/11/1991
923,69,1181,04/06/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,02/10/1992
924,2,295,19/09/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,02/12/2012
925,86,1186,14/09/2017,TRUE,Cancelled,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,10/05/2005
926,23,949,17/04/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,23/06/1999
927,63,2378,29/09/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,17/12/1998
928,80,1363,04/10/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,25/01/1997
929,24,2599,07/11/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,07/05/2011
930,0,907,04/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,09/02/1997
931,4,1857,27/07/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,19/12/1995
932,50,2494,04/08/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,22/03/2002
933,79,508,17/01/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,12/03/2013
934,78,2475,10/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
935,78,69,05/06/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
936,2,2545,09/03/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,15/09/2012
937,35,1714,19/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,29/08/2011
938,56,1478,11/12/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,02/10/1993
939,67,534,19/01/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,22/10/2005
940,97,3197,13/04/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,07/11/1991
941,52,1072,12/04/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,26/05/1993
942,11,2505,18/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",05/05/2010
943,48,2954,08/04/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,28/07/2014
944,42,1278,31/07/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90 ",19/03/2008
945,83,3047,13/04/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,20/04/1993
946,78,2097,15/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
947,38,729,12/09/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,25/11/2001
948,97,1601,09/04/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,29/03/2016
949,50,1724,23/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,19/12/1995
950,21,175,16/10/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,05/04/1996
951,88,451,17/04/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",09/09/1994
952,0,2972,15/01/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,18/12/2004
953,49,2481,23/06/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,25/11/2001
954,39,273,09/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,07/06/2010
955,76,1650,03/03/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",10/10/2002
956,40,152,18/05/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,02/02/2006
957,12,2118,14/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,25/07/2004
958,15,233,13/12/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,07/12/2005
959,9,2758,15/02/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,07/11/1991
960,65,802,18/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,21/05/2015
961,40,2924,27/10/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,01/10/2006
962,21,3182,25/05/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,05/04/1996
963,52,43,30/10/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,25/11/2001
964,55,2142,14/02/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,21/07/2003
965,50,82,13/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,22/03/2002
966,41,636,30/11/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,10/05/1997
967,45,1000,26/06/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,12/04/1993
968,36,1138,28/08/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,20/07/1999
969,97,2979,20/03/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,29/03/2016
970,17,815,11/07/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,15/07/1993
971,23,3273,26/10/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,12/04/1993
972,5,316,17/12/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,07/02/2003
973,82,501,01/07/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,04/02/2016
974,39,2860,01/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,07/06/2010
975,0,1904,23/08/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,10/05/2005
976,63,1589,10/01/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,17/08/2004
977,52,1946,14/07/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,25/11/2001
978,0,2210,11/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,10/05/2005
979,18,2712,21/08/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,16/09/2013
980,56,3314,22/03/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,18/10/2015
981,10,2195,23/10/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,09/11/1996
982,3,147,13/01/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,10/05/2005
983,21,729,29/12/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,10/11/1991
984,98,2403,11/02/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,16/01/2004
985,55,2336,17/08/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,21/07/2003
986,64,860,28/05/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",22/10/2005
987,37,2627,27/11/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,19/03/2008
988,28,1193,24/11/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",16/04/2011
989,64,499,08/01/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,18/05/2012
990,43,1015,31/03/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,04/12/1999
991,89,2957,02/01/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,20/04/1993
992,1,2001,25/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,03/11/2000
993,15,662,23/06/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,07/12/2005
994,53,640,13/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,17/08/2004
995,3,1558,05/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,22/05/2006
996,60,2572,16/03/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",24/08/2011
997,59,689,19/09/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",06/05/1991
998,11,1041,03/01/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,04/08/2007
999,74,2217,18/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,22/05/2000
1000,79,2492,15/10/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,16/09/2013
1001,33,452,06/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",16/03/2011
1002,52,906,14/12/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,05/08/1991
1003,93,841,31/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,04/08/2007
1004,0,2254,16/05/2017,FALSE,Cancelled,,,,,205.84,,
1005,10,2850,10/06/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,07/12/2005
1006,24,495,29/07/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,22/11/2016
1007,53,1617,04/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,09/02/1997
1008,80,1639,12/04/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,10/07/1991
1009,5,2897,24/08/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,29/08/2011
1010,84,1731,23/05/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,06/12/2016
1011,88,2057,05/06/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,03/11/2000
1012,55,1468,29/07/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,21/07/2003
1013,64,233,29/05/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,18/05/2012
1014,68,50,27/04/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,22/05/2000
1015,35,2369,29/12/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,19/03/2008
1016,41,3093,17/05/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,05/04/1996
1017,17,320,16/02/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,09/11/1996
1018,43,1910,13/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,07/08/2004
1019,88,99,04/09/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,16/12/1998
1020,4,1102,28/02/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,18/03/2003
1021,52,482,26/01/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,25/11/2001
1022,44,2401,08/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,09/05/2011
1023,23,1395,04/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,03/11/2000
1024,25,437,12/07/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,23/06/1999
1025,45,2826,25/10/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,12/04/1993
1026,48,1184,22/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,28/07/2014
1027,93,2032,23/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,16/01/2004
1028,80,2349,25/07/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,18/05/2012
1029,17,135,09/01/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,09/11/1996
1030,49,2438,03/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,09/02/1997
1031,12,160,28/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,17/08/2004
1032,11,818,25/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,04/08/2007
1033,49,934,30/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,04/10/1997
1034,16,470,17/03/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11 ",09/09/1994
1035,0,667,07/01/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,15/09/2012
1036,7,419,15/09/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,28/09/2004
1037,81,2100,12/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,10/07/1991
1038,88,2426,31/08/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,03/11/2000
1039,8,34,01/07/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",16/04/2011
1040,38,2384,08/05/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,04/08/2007
1041,30,1607,29/12/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,18/03/2003
1042,17,2813,09/06/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,05/05/2010
1043,9,2839,20/10/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,07/11/1991
1044,54,1839,01/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,02/10/1992
1045,15,3324,29/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,02/10/1993
1046,67,917,05/06/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,22/10/2005
1047,39,1073,25/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,19/03/2008
1048,19,2759,16/08/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,23/06/1999
1049,97,1107,07/04/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,07/11/1991
1050,6,140,07/01/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,07/02/2003
1051,62,686,26/06/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,04/02/2016
1052,66,2775,18/12/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,06/12/2016
1053,35,1880,24/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,14/11/2016
1054,77,1129,04/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,10/07/1991
1055,40,2498,23/12/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,21/07/2003
1056,81,504,25/03/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,01/10/2006
1057,68,1579,25/01/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,24/10/1995
1058,96,976,06/07/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",10/10/2002
1059,81,564,16/08/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,04/12/1999
1060,34,235,07/06/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,18/03/2003
1061,63,1342,14/07/2017,,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,24/10/1995
1062,99,3020,13/05/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",09/02/1997
1063,58,533,08/07/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,18/10/2015
1064,38,2977,04/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,16/03/2011
1065,0,1173,01/09/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,07/02/2003
1066,59,727,27/07/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,20/07/1993
1067,19,1071,07/11/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,29/08/2011
1068,96,2215,11/12/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",16/01/2004
1069,35,2302,31/08/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,16/03/2011
1070,10,1832,12/07/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,04/08/2007
1071,12,1882,24/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,17/08/2004
1072,36,1505,09/11/2017,,Approved,Solex,Standard,low,medium,945.04,$507.58 ,29/08/2011
1073,80,794,05/04/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,10/08/2015
1074,33,931,05/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",10/05/1997
1075,11,2174,04/09/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",05/05/2010
1076,91,2650,04/03/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,16/01/2004
1077,74,2359,10/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,25/11/2001
1078,80,2848,11/05/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,16/12/1998
1079,0,1470,28/04/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,10/09/2003
1080,84,2134,19/09/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14 ,18/12/2004
1081,41,2911,22/03/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,10/05/1997
1082,72,718,12/09/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,25/07/2004
1083,4,3252,11/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,17/12/1998
1084,96,2815,08/01/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",10/10/2002
1085,43,1681,12/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01 ,16/09/2013
1086,9,2711,11/10/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40 ,07/11/1991
1087,7,806,21/10/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,07/12/2005
1088,68,2678,21/07/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,20/08/2010
1089,3,1639,30/06/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,29/08/2011
1090,44,2513,26/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,09/05/2011
1091,14,2369,10/02/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",12/03/2013
1092,92,3395,21/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",05/01/2003
1093,71,1033,28/01/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",09/09/2003
1094,31,3247,08/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,19/12/1995
1095,27,2629,10/04/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,12/07/1994
1096,34,3463,30/01/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,18/03/2003
1097,27,3034,01/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,11/10/1992
1098,50,3267,27/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,12/07/1994
1099,85,355,15/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,26/07/1999
1100,19,3115,20/03/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,08/03/2009
1101,17,1382,01/05/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,20/04/1993
1102,83,3257,24/04/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,25/08/1997
1103,1,354,24/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,14/11/2016
1104,82,3314,23/05/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,02/08/2015
1105,0,469,05/02/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,08/03/2009
1106,53,645,20/06/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,04/08/2007
1107,15,34,22/08/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,07/12/2005
1108,58,3149,28/07/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,17/12/1998
1109,21,565,22/02/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,07/05/2011
1110,80,1573,11/05/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,16/09/2013
1111,45,1421,16/07/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,12/04/1993
1112,74,1726,04/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,28/07/2014
1113,85,990,19/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,25/08/1997
1114,60,2796,25/02/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",24/08/2011
1115,23,2759,27/03/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,02/10/1993
1116,89,1508,28/08/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,29/03/2016
1117,14,1634,01/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",05/08/2003
1118,7,2901,15/05/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,04/08/2007
1119,5,1275,11/04/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,16/12/1998
1120,37,983,23/05/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,20/07/1999
1121,27,1729,04/03/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,12/07/1994
1122,0,1147,11/06/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,03/03/2014
1123,25,166,01/02/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,04/02/2016
1124,36,1930,09/08/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,11/12/2007
1125,41,1273,07/04/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,23/06/1999
1126,0,2597,25/12/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,04/06/2012
1127,26,3365,15/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,26/05/1993
1128,44,586,21/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76 ,09/05/2011
1129,0,1611,27/09/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,12/07/1994
1130,0,230,23/10/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,04/10/1997
1131,0,2163,09/03/2017,FALSE,Approved,,,,,605.54,,
1132,15,3384,27/04/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,07/12/2005
1133,77,1658,14/01/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,25/01/1997
